-459.2368213357452	-3.38138566750719	
-524.9455770223861	-5.70226186490005	
-498.1342284677573	-7.950009613511068	
-544.5677521129445	-10.629352311184384	
-517.2267926735436	-12.80741289341655	
-511.8357669507539	-14.99736296785777	
-143.27634266751573	-143.27159800442945	
-254.7516181445291	-287.48727335927197	
-372.23239911303375	-393.3842207703109	
-503.32861149612245	-496.89037563915974	
-631.4897566384001	-618.9464439472338	
-732.786695131181	-762.684704578435	
-867.6401675084733	-853.8486282147804	
-978.0676863082949	-986.2864711413587	
-1091.8538706178101	-1120.7704992356173	
-1199.4096354631297	-1241.7182570448867	
-1687.1963565900282	-1202.7926051200855	
-1713.0008262913573	-1204.9851240565702	
-1711.869406129465	-1207.163861486705	
-1738.0781555857648	-1209.6826286064374	
-1335.5786060625337	-1340.3840969421676	
-1483.3277461247742	-1445.0605217570915	
-1563.9516506350246	-1583.1767151156985	
-2023.8623920553457	-1568.170265326573	
-1683.270247354732	-1710.4836776887857	
-1822.822465057698	-1799.9803288460855	
-1942.6870473663532	-1914.4976130604468	
-2067.570101022482	-2020.0295501096357	
-2135.972170586485	-2161.3983921791487	
-2275.766300070728	-2252.462429925925	
-2394.8398119937515	-2367.2768749929055	
-2495.6877137279885	-2495.418159940552	
-2961.581415689967	-2498.2866426156497	
-3007.614474245519	-2500.47444984605	
-2609.4930487631073	-2649.811873113471	
-2743.932033435163	-2730.9465206491004	
-2864.3401993750936	-2854.164899378557	
-2971.258341411463	-2994.2545754718367	
-3120.2012111042545	-3079.724274020092	
-3191.08096618474	-3226.3172577546443	
-3655.0225008787756	-3195.125682264443	
-3700.3403347367885	-3197.3016279059943	
-3706.831951731642	-3199.490451288446	
-3347.539831190598	-3309.2893187221116	
-3454.966239237217	-3421.159939601131	
-3927.0478261210565	-3423.33667717998	
-3897.243207417728	-3425.991067920652	
-3881.4385949330913	-3429.425903183585	
-3988.976080679755	-3433.045150346098	
-3933.318505231541	-3435.2291793573354	
-3931.826141451053	-3437.435240295377	
-3958.3576460161403	-3439.7455557977432	
-3562.732565352287	-3573.474372554651	
-4055.4208451376185	-3566.0546571660957	
-3689.008140105859	-3699.818786706983	
-3810.329286374176	-3823.540982079273	
-3941.516240153647	-3934.8991594497243	
-4450.715010109456	-3937.1394839188847	
-4057.3946001232316	-4073.778015670015	
-4184.91021107778	-4185.580130539447	
-4711.58897018291	-4188.042875549858	
-4334.963963572561	-4298.822412590294	
-4439.003539186272	-4415.637799782336	
-4528.799758910804	-4560.149657923058	
-5109.848615820059	-4534.943199637284	
-4666.139813854493	-4660.308201959307	
-4770.422692646256	-4808.3522800828105	
-4907.328738678537	-4889.564158524854	
-5027.223060901524	-5008.719558609158	
-5124.884275775066	-5149.840562380879	
-5246.335049667483	-5259.280988913701	
-5736.42853443021	-5249.6862629460375	
-5685.235588722925	-5254.408718264959	
-5762.854516401617	-5256.592570838664	
-5689.9900151281945	-5261.483308663908	
-5786.065897882455	-5263.859091932619	
-5796.974908906071	-5266.436300545357	
-5785.247226633182	-5268.714643394688	
-5732.429091851628	-5271.752204178361	
-5760.293480598662	-5274.055138742576	
-5761.022967412038	-5276.384892201172	
-5406.42859188821	-5402.891395805824	
-5540.520381276415	-5522.0748263426585	
-5644.577993952614	-5656.3142071900975	
-5767.986647194682	-5776.9360954593885	
-5905.429473335754	-5886.630891548411	
-6391.28269834003	-5888.806522050799	
-6355.981796515032	-5891.700939095376	
-6434.627898370715	-5894.592398239193	
-6432.949198832115	-5897.3266170854995	
-6367.210273294888	-5900.118401580681	
-6399.001550384322	-5902.309144691517	
-6348.603391368751	-5906.276994278895	
-6403.715297361105	-5908.476797801188	
