3.526780971830391e-199	1.0	
1.0432111188080556e-226	1.0	
4.350882759850853e-214	1.0	
4.328904800815188e-233	1.0	
2.859733360510648e-220	1.0	
1.0366426530241506e-215	1.0	
0.874480128469485	0.12551987153051508	
0.999999999999999	1.0096294451937157e-15	
0.9999999980466445	1.9533555019400034e-09	
0.0005330571758481466	0.9994669428241518	
2.524636585101601e-05	0.9999747536341489	
0.9999999999996891	3.108617761636667e-13	
7.169511864955561e-06	0.9999928304881349	
0.9999614956877154	3.8504312284543334e-05	
0.9999999999999604	3.952792633514095e-14	
1.0	1.266835908109647e-18	
1.409296809231981e-211	1.0	
7.842644774986182e-222	1.0	
2.1480566018673353e-220	1.0	
2.2688669838849736e-229	1.0	
0.9760344053351201	0.02396559466488001	
1.6437140927286397e-16	0.9999999999999998	
0.9999999865790941	1.3420905880254533e-08	
8.72010971918785e-198	1.0	
0.9999999999954452	4.55489769488447e-12	
4.00557652957392e-11	0.9999999999599442	
1.9070539469912265e-13	0.9999999999998094	
1.579425377981828e-20	1.0	
0.9999999999727947	2.7205300125685942e-11	
2.5242742342951597e-11	0.9999999999747572	
1.8049040802920478e-12	0.999999999998195	
0.20291630602548288	0.7970836939745172	
1.9610551741511027e-202	1.0	
3.953519553060791e-220	1.0	
1.0	9.26569509139317e-18	
7.685136955179859e-07	0.9999992314863045	
0.00026663197353483356	0.9997333680264651	
0.9999999996910606	3.0893947269170913e-10	
1.8458126578896246e-17	1.0	
0.9999999999999984	1.4934622970699868e-15	
6.197666119242499e-201	1.0	
1.1374810885267488e-219	1.0	
1.5390922888453355e-221	1.0	
8.145021785335017e-18	1.0	
6.934088172524748e-16	0.9999999999999992	
5.8063911247455686e-220	1.0	
7.25562747358065e-206	1.0	
1.645360125695078e-197	1.0	
1.216587589927422e-242	1.0	
1.6048447402139782e-217	1.0	
6.480947004587633e-216	1.0	
4.1181501909781853e-225	1.0	
0.9999351387235421	6.486127645796457e-05	
2.0703079645796807e-212	1.0	
0.9999971163391486	2.8836608514476438e-06	
0.9999945147927841	5.485207215857088e-06	
0.00044557548186518347	0.9995544245181348	
6.396376101251509e-223	1.0	
0.9999998563457905	1.4365420946075613e-07	
0.3944384632296484	0.6055615367703516	
9.172761286608708e-229	1.0	
6.711237229682986e-17	1.0	
4.98294795414208e-10	0.9999999995017052	
0.9999999999999273	7.278352836285701e-14	
9.80623950922078e-251	1.0	
0.020120276484173246	0.9798797235158268	
1.0	9.910782291797223e-17	
6.4242164940377885e-09	0.9999999935757835	
6.443608212669961e-08	0.999999935563918	
0.9999999999979271	2.072939071768773e-12	
0.9999928423877349	7.157612265042235e-06	
1.359543695045358e-212	1.0	
2.613041154311024e-188	1.0	
4.530116696875949e-221	1.0	
2.659381659489297e-187	1.0	
5.386969404296331e-228	1.0	
1.29684686824026e-231	1.0	
1.569018706901701e-225	1.0	
2.8408512121942806e-201	1.0	
2.2503495731289757e-212	1.0	
1.3290782581414886e-211	1.0	
0.00960512415904241	0.9903948758409576	
8.1396982062392e-08	0.9999999186030181	
0.999998848412661	1.1515873390606302e-06	
0.9996107164205921	0.00038928357940788287	
2.283480795843332e-09	0.9999999977165192	
1.9964025451183237e-219	1.0	
7.731509869526989e-203	1.0	
9.737355060413686e-236	1.0	
8.034282716504245e-234	1.0	
4.650036029789797e-204	1.0	
6.4879538148214205e-217	1.0	
2.648288465665739e-193	1.0	
2.7767140664899786e-216	1.0	
